

Test SearchCount: 1000 Invalid Count: 1000 StringCount: 10000
BST-1426028922-Insert
Trial,N,BasicOps,Time
1,10000,161559,0.234563112259
2,10000,161559,0.233978033066
3,10000,161559,0.216899871826
4,10000,161559,0.217221975327
5,10000,161559,0.218527078629
6,10000,161559,0.217375040054
7,10000,161559,0.21902513504
8,10000,161559,0.214801073074
9,10000,161559,0.215712785721
10,10000,161559,0.218997001648


BST-1426028922-SearchSuccessful
Trial,N,BasicOps,Time
1,10000,16142,0.0261189937592
2,10000,16142,0.0261299610138
3,10000,16142,0.0261228084564
4,10000,16142,0.0260558128357
5,10000,16142,0.0260269641876
6,10000,16142,0.026123046875
7,10000,16142,0.0260820388794
8,10000,16142,0.0261330604553
9,10000,16142,0.0273821353912
10,10000,16142,0.0263788700104


BST-1426028922-SearchInvalidStrings
Trial,N,BasicOps,Time
1,10000,17221,0.0292060375214
2,10000,17221,0.0283138751984
3,10000,17221,0.0282421112061
4,10000,17221,0.0283639431
5,10000,17221,0.0281698703766
6,10000,17221,0.0281620025635
7,10000,17221,0.028263092041
8,10000,17221,0.0281431674957
9,10000,17221,0.0281691551208
10,10000,17221,0.0283720493317
