

Test SearchCount: 10000 Invalid Count: 10000 StringCount: 100000
234-1426028942-Insert
Trial,N,BasicOps,Time
1,100000,2115874,7.28820919991
2,100000,2115874,7.7899620533
3,100000,2115874,7.46450400352
4,100000,2115874,7.9402179718
5,100000,2115874,7.50832796097
6,100000,2115874,7.78461003304
7,100000,2115874,7.86442112923
8,100000,2115874,7.57594704628
9,100000,2115874,7.36424684525
10,100000,2115874,7.76256394386


234-1426028942-SearchSuccessful
Trial,N,BasicOps,Time
1,100000,177310,0.347906112671
2,100000,177310,0.344171047211
3,100000,177310,0.359246015549
4,100000,177310,0.348047971725
5,100000,177310,0.35085606575
6,100000,177310,0.356484889984
7,100000,177310,0.344825029373
8,100000,177310,0.354944944382
9,100000,177310,0.361829042435
10,100000,177310,0.353168964386


234-1426028942-SearchInvalidStrings
Trial,N,BasicOps,Time
1,100000,189087,0.39228105545
2,100000,189087,0.385034799576
3,100000,189087,0.375535011292
4,100000,189087,0.383558988571
5,100000,189087,0.379072189331
6,100000,189087,0.380815029144
7,100000,189087,0.375774145126
8,100000,189087,0.370665073395
9,100000,189087,0.375200033188
10,100000,189087,0.374154090881
