

Test SearchCount: 10000 Invalid Count: 10000 StringCount: 100000
BST-1426028942-Insert
Trial,N,BasicOps,Time
1,100000,2105430,3.16387009621
2,100000,2105430,2.83709979057
3,100000,2105430,3.23009395599
4,100000,2105430,3.2136528492
5,100000,2105430,3.180975914
6,100000,2105430,3.20669698715
7,100000,2105430,3.18591880798
8,100000,2105430,3.17608714104
9,100000,2105430,3.19964504242
10,100000,2105430,3.33657884598


BST-1426028942-SearchSuccessful
Trial,N,BasicOps,Time
1,100000,209984,0.387081861496
2,100000,209984,0.367285966873
3,100000,209984,0.383989095688
4,100000,209984,0.383369207382
5,100000,209984,0.371706008911
6,100000,209984,0.386337995529
7,100000,209984,0.371844053268
8,100000,209984,0.381458044052
9,100000,209984,0.385553121567
10,100000,209984,0.37056016922


BST-1426028942-SearchInvalidStrings
Trial,N,BasicOps,Time
1,100000,220117,0.414468050003
2,100000,220117,0.404304027557
3,100000,220117,0.402780056
4,100000,220117,0.414230108261
5,100000,220117,0.405274152756
6,100000,220117,0.424795866013
7,100000,220117,0.412940979004
8,100000,220117,0.423520803452
9,100000,220117,0.42405295372
10,100000,220117,0.412109851837
